nombre,direccion,ciudad,precio,dormitorios,baños,metros,precio_m2
Departamento En Arriendo De 2 Dorm. En Antofagasta,"Departamento Las Antillas IV, Edificio Martinica, Sector Sur, Coviefi, Antofagasta",antofagasta,650000,2,1,45,14444
Departamento En Arriendo En Antofagasta,"Departamento Edificio Plaza Tokio, A Pasos Del Balneario, Estadio Calvo Y Bascuñán, Antofagasta",antofagasta,550000,1,1,27,20370
Departamento Estudio Semi Amoblado Antofagasta Puerto Nuevo,"Av. Balmaceda 2455, Antofagasta, Centro De Antofagasta, Antofagasta",antofagasta,431650,1,1,23,18767
Departamento Para Ejecutivo O Pareja Sin Hijos,"Salvador Reyes 940, Antofagasta, Parque Brasil, Antofagasta",antofagasta,550000,1,1,30,18333
Arrienda Dpto. Central 2 Dorm 1 Baño Semi Amoblado,"Uribe  305, Centro De Antofagasta, Antofagasta",antofagasta,700000,2,1,45,15556
Arriendo Depto Studio Edif. Maipu (frente Mall Plaza),"Av. Balmaceda 2415, Antofagasta, Centro De Antofagasta, Antofagasta",antofagasta,650000,1,1,45,14444
Excelente Departamento Central,"Av. Argentina 351, Antofagasta, Estadio Calvo Y Bascuñán, Antofagasta",antofagasta,360000,1,1,55,6545
Departamento En Arriendo En Antofagasta,"Departamento Edificio Club De Yates, Centro De Antofagasta, Antofagasta",antofagasta,680000,2,2,65,10462
Arriendo - Cerro Paranal,"Av. Cerro Paranal, Antofagasta, Coviefi, Antofagasta",antofagasta,1000000,2,2,400,2500
Edificio Aires - Arriendo,"Av. Jaime Guzmán Errázuriz, Antofagasta, Antofagasta",antofagasta,1100000,3,2,400,2750
"Arriendo Departamento Estilo Mariposa, En Faro Norte.","Ascotán Nte. 151, Antofagasta, La Chimba, Antofagasta",antofagasta,700000,2,2,60,11667
"Arriendo Departamento, En Edificio Faro Norte","Ascotán Nte. 151, Antofagasta, La Chimba, Antofagasta",antofagasta,700000,2,2,60,11667
Departamento 03 Dormitorios 01 Estacionamiento Condominio,"Oficina Lastenia 11810, Antofagasta, La Chimba, Antofagasta",antofagasta,500000,3,1,60,8333
Departamento 02 Dormitorios 02 Baños. Jardines Del Sur.,"Subida Del Desierto 310, Antofagasta, Jardines Del Sur, Antofagasta",antofagasta,700000,2,2,92,7609
"Departamento 3/d 2/b, Sector Coviefi","Mehuín 01637, Antofagasta, Coviefi, Antofagasta",antofagasta,620000,3,2,80,7750
Amplio Departamento Parque Ingles 3d/2b,"Leonardo Guzmán, Antofagasta, Playa Blanca, Antofagasta",antofagasta,1100000,3,2,95,11579
Depto 2d 2d 1es Sector Norte Calle El Azufre,"El Azufre  23, Nicolás Tirado, Antofagasta",antofagasta,600000,2,2,70,8571
Hermoso Departamento 4dorm + 3baños Llacolen Vista Al Mar,"Av. Jaime Guzmán Errázuriz 4794, Antofagasta, Antofagasta",antofagasta,1000000,4,3,120,8333
Depto Amoblado Coviefi 2d2b,"Antilhue  1675, Coviefi, Antofagasta",antofagasta,750000,2,2,60,12500
Depto Full Equipado Centro Antofagasta 2d 2b 1e,"Cap. Carlos Condell 3177, Antofagasta, Centro De Antofagasta, Antofagasta",antofagasta,800000,2,2,65,12308
Id 45369 Av. Argentina #2272,"Av. Argentina 2272, Antofagasta, Centro De Antofagasta, Antofagasta",antofagasta,1050000,3,3,140,7500
"Id 44348 Radoslav Razmilic #1385, Edificio Lapislázuli","Radoslav Razmilic 1385, Antofagasta, Playa Blanca, Antofagasta",antofagasta,1500000,4,2,140,10714
Id 44438 Sierra Nevada #10464,"Sierra Nevada 10464, Antofagasta, Parque Juan López, Antofagasta",antofagasta,680000,3,2,91,7473
"Departamento Nuevo 2 Hab, 2 Baños Con Est. Y Bodega","Avenida Rica Aventura 10701, Parque Juan López, Antofagasta",antofagasta,800000,2,2,59,13559
Arriendo Departamento Sur Antofagasta (trato Directo),"Jaime Guzman Errazuriz - Av. Jaime Guzmán Errázuriz 4100, Antofagasta, Jardines Del Sur, Antofagasta",antofagasta,990000,3,2,104,9519
"Arriendo Hermoso Departamento Nuevo, Amoblado","Sierra Nevada 11100 - 11400, Antofagasta, La Chimba, Antofagasta",antofagasta,690000,1,1,34,20294
Oportunidad! Depto Parque Brasil 3d/3b Edificio Inmigrantes,"José Miguel Carrera 1663, Antofagasta, Chile, Parque Brasil, Antofagasta",antofagasta,1000000,3,3,92,10870
Departamento Cerca Del Centro Buena Vista,"Av. Argentina 1340, Antofagasta, Parque Brasil, Antofagasta",antofagasta,800000,3,2,75,10667
Hermoso Iluminado Y Cómodo Dpto Frente A  Playa Llacolen,"Av Jaime Guzmán Errazuriz  04300, Jardines Del Sur, Antofagasta",antofagasta,960000,2,2,75,12800
"Arriendo Depto Nuevo, Trato Directo | Velas Del Norte Ii","Ascotán Nte. 141, Antofagasta, La Chimba, Antofagasta",antofagasta,700000,3,2,74,9459
Dueño Arrienda Departamento Almagro 01 Dormitorio S/amoblar,"Av. Argentina 1665, Antofagasta, Parque Brasil, Antofagasta",antofagasta,620000,1,1,34,18235
"Depto Frente Al Mar, Condominio Las Antillas","Alcalde German Miric Vega 216, Antofagasta, Coviefi, Antofagasta",antofagasta,1100000,3,2,130,8462
Se Arrienda Departamento En Edificio Don Salvador,"Salvador Reyes 1230, Parque Brasil, Antofagasta",antofagasta,680000,1,1,40,17000
Departamento En Arriendo Condominio Jardin Del Pacifico,"Av. Angamos 1100, Antofagasta, Estadio Calvo Y Bascuñán, Antofagasta",antofagasta,1100000,3,2,100,11000
Departamento 3d 2b Condominio Costa Laguna,"Gladys Marín 625, Antofagasta, Costa Laguna, Antofagasta",antofagasta,650000,3,2,100,6500
Se Arrienda Departamento Amoblado,"Nicolás Tirado  20, Nicolás Tirado, Antofagasta",antofagasta,650000,2,1,80,8125
Departamento 3 Habitaciones Bodega Estacionamiento,"Nicolás Tirado  90, Nicolás Tirado, Antofagasta",antofagasta,900000,3,2,90,10000
Arriendo Departamento 2d/2b/1bod/1e Centro Antofagasta,"Maipu 936, Centro De Antofagasta, Antofagasta",antofagasta,680000,2,2,58,11724
"Amplio Y Cómodo Departamento, Con Vista Al Mar.","Av. Cardenal Carlos Oviedo Cavada 4455, Antofagasta, Playa Paraíso, Antofagasta",antofagasta,830000,3,2,80,10375
Departamento 2d Y 2b Calama,"Circunvalación  SN, Hospital Regional, Antofagasta",antofagasta,780000,2,2,62,12581
Arriendo Hermoso Departamento 3d3b Antofagasta,"Av. Argentina, Antofagasta, Estadio Calvo Y Bascuñán, Antofagasta",antofagasta,1050000,3,3,145,7241
Departamento No Amoblado - Ggcc Incluidos,"Av. Jaime Guzmán Errázuriz, Antofagasta, Antofagasta",antofagasta,1100000,3,2,540,2037
Departamento En Arriendo,"Antilhue 0830, Coviefi, Antofagasta",antofagasta,900000,3,2,67,13433
Hermoso Departamento 1d1b Gastos Comunes Incluidos,"El Oro 8100 - 8400, Antofagasta, Nicolás Tirado, Antofagasta",antofagasta,500000,1,1,37,13514
Departamento 1 D1b Sector Sur Mall Angamos Antofagasta,"Avenida Cerro Paranal 515, Coviefi, Antofagasta",antofagasta,630000,1,1,40,15750
"Departamento Amoblado, Edificio Icono.","Uribe 305, Antofagasta, Centro De Antofagasta, Antofagasta",antofagasta,750000,2,1,48,15625
Departamento Nuevo,"Ascotán Nte., Antofagasta, La Chimba, Antofagasta",antofagasta,590000,2,2,49,12041
"Hermoso,cómodo, Funcional Pequeño Loft.amoblado En Avenida A","Avenida Antonio Rendic  5625, Hospital Regional, Antofagasta",antofagasta,500000,1,1,20,25000
Hermoso Depto. Amoblado Costa Laguna,"Avenida Gladys Marin 0625, Costa Laguna, Antofagasta",antofagasta,980000,3,2,98,10000
Arriendo Departamento Amoblado Edificio Futuro,"Centro De Antofagasta, Antofagasta",antofagasta,1200000,3,3,120,10000
Arriendo Departamento Amoblado Edificio Futuro,"Centro De Antofagasta, Antofagasta",antofagasta,1200000,3,3,120,10000
Departamento Amoblado Ed. Turi 3d/2b/1e,"Edificio Turi, Sur De Calama, Calama, Antofagasta",calama,790000,3,2,74,10676
Departamento Amoblado Cond. Oasis Del Loa 2d/2b/1e,"Condominio Oasis Del Loa, Sur De Calama, Calama, Antofagasta",calama,710000,2,2,70,10143
Arriendo Departamento Amoblado,"Centro De Calama, Calama, Antofagasta",calama,700000,2,2,54,12963
Departamento De Dos Habitaciones (99253),"DEPARTAMENTO EN ARRIENDO, Avenida Almirante Grau, Calama, Antofagasta",calama,800000,2,2,140,5714
Arriendo De Departamento (83216),"Calama, Chile, Centro De Calama, Calama, Antofagasta",calama,780000,2,2,62,12581
Departamento Amoblado Para Empresas (98358),"Bartolomé Vivar 1 - 300, Centro De Calama, Calama, Antofagasta",calama,700000,2,2,52,13462
Departamento 76 Mt2 En Calama (81252),"Antofagasta 1 - 300, Centro De Calama, Calama, Antofagasta",calama,900000,2,2,76,11842
Departamento En Calama Amoblado (94509),"Departamento Amoblado Para Empresas Calama, Avenida Almirante Grau, Calama, Antofagasta",calama,850000,2,2,61,13934
Elegante Departamento 2 Habitaciones   (69095),"Edificio Eduardo Abaroa - Avenida Balmaceda, Calama, II Región, Chile, Estadio Zorros Del Desierto, Calama, Antofagasta",calama,800000,2,2,70,11429
2 Habitaciones Sin Amoblar  (64553),"DEPARTAMENTO 1 - 300DORMITORIOS Y DOS BAÑOS, Estadio Zorros Del Desierto, Calama, Antofagasta",calama,650000,2,2,60,10833
Departamento Estilo Mariposa (69897),"Calama, Chile, Centro De Calama, Calama, Antofagasta",calama,780000,2,2,62,12581
Arriendo De Departamento (68387),"Calama, Chile, Centro De Calama, Calama, Antofagasta",calama,650000,2,2,62,10484
1 Ambiente  (75711),"DEPARTAMENTO AMOBLADO, Sur De Calama, Calama, Antofagasta",calama,600000,1,1,60,10000
Arriendo Departamento (101109),"Avenida Balmaceda 1 - 300, Calama, Antofagasta",calama,750000,2,2,50,15000
Arriendo De Departamento  (87119),"Calama, Chile, Centro De Calama, Calama, Antofagasta",calama,860000,2,2,62,13871
Arriendo Depto. Cond. Valle Altiplánico Calam (100536),"Avenida Circunvalación Presidente Salvador Allende 1 - 300, Avenida Almirante Grau, Calama, Antofagasta",calama,780000,2,2,70,11143
Departamento En Arriendo  (87741),"SE Arrienda Departamento, Centro De Calama, Calama, Antofagasta",calama,650000,2,1,62,10484
Arriendo De Departamento (83229),"Calama, Chile, Calama, Antofagasta",calama,800000,2,3,62,12903
Departamento En Arriendo (97971),"ARRIENDO BELLO DEPARTAMENTO, Calama, Antofagasta",calama,870000,2,2,62,14032
Departamento En Arriendo 2 Habitaciones (101909),"Bartolomé Vivar 1 - 300, Centro De Calama, Calama, Antofagasta",calama,900000,2,2,60,15000
Departamento Central  (69863),"Emilio Sotomayor, Calama, Chile, Calama Poniente, Calama, Antofagasta",calama,450000,1,1,1,450000
Arriendo De Departamento (68385),"Calama, Chile, Centro De Calama, Calama, Antofagasta",calama,650000,2,2,62,10484
Edificio Av. Circunvalación (1 Est. 1 Bod.) Vista Oriente,"Av. Circunvalación 1458, Calama, Antofagasta",calama,700000,3,2,77,9091
Edificio Av. Circunvalación (1 Est. 1 Bod.) Vista Oriente,"Av. Circunvalación 1458, Calama, Antofagasta",calama,670000,3,2,77,8701
Arriendo 987005522,"Balmaceda  1414, Antofagasta, Calama 987005522, Estadio Zorros Del Desierto, Calama, Antofagasta",calama,930000,2,2,5,186000
Se Arrienda Hermoso Y Amplio Departamento Sin Amoblar,"SE ARRIENDA HERMOSO Y AMPLIO DEPARTAMENTO SIN AMOBLAR, Estadio Zorros Del Desierto, Calama, Antofagasta",calama,750000,3,2,95,7895
Se Arrienda Depto 2h2b Sin Muebles Edificio Santiago Calama,"Santiago 2249, Calama, Sur De Calama, Calama, Antofagasta",calama,650000,2,2,67,9701
Se Arrienda Departamento 2h2b Borde Rio I Calama,"Avenida Bernardo O'Higgins 214, Calama, Sur De Calama, Calama, Antofagasta",calama,890000,2,2,70,12714
"Edificio Andes, Arrienda Dpto Amoblado. 3d. 2b.","Calama, Antofagasta",calama,780000,3,2,60,13000
Hermoso Y Gran Departamento En Calama,"Av. Cv Pdte. Salvador Allende 1458, El Loa, Calama, Avenida Almirante Grau, Calama, Antofagasta",calama,1800000,3,2,130,13846
Excelente Departamento A Pasos Del Centro,"Avenida Balmaceda 1414, Calama, Chile, Sur De Calama, Calama, Antofagasta",calama,550000,2,2,51,10784
Arriendo Departamento Amoblado Borde Rio 2d2b,"Sur De Calama, Calama, Antofagasta",calama,850000,2,2,63,13492
Arriendo Departamento Amoblado En Condominio Borde Rio,"Calama Poniente, Calama, Antofagasta",calama,1200000,3,2,110,10909
"Departamento Full Equipado, Ejecutivo.","Bartolomé Vivar 1580, Calama, Centro De Calama, Calama, Antofagasta",calama,750000,2,2,52,14423
Departamento 2d2b1e Sector Consolidado,"Bartolomé Vivar 1455, Calama, Sur De Calama, Calama, Antofagasta",calama,680000,2,2,68,10000
Departamento Tipo Estudio Calama,"Balmaceda 1466, Sur De Calama, Calama, Antofagasta",calama,550000,1,1,25,22000
Se Arrienda Dpto Borde Rio 2 Dormitorios 2 Baños Amoblado,"Bernardo O'higgins 214, Calama Poniente, Calama, Antofagasta",calama,870000,2,2,90,9667
Dormitorios,"Latorre  1455, Sur De Calama, Calama, Antofagasta",calama,250000,1,1,1,250000
"Depto 2 Dormitorios Ambos Con Baño Privado ,amoblado","Balmaceda 1504 605, Centro De Calama, Calama, Antofagasta",calama,720000,2,2,50,14400
